variant,capacity,resolved_examples,cumulative_mixture_rank_loss,best_fixed_adviser_rank_loss,best_fixed_adviser_by_rank_loss,empirical_rank_regret,empirical_rank_regret_per_example,cumulative_mixture_cost_loss,best_fixed_adviser_cost_loss,best_fixed_adviser_by_cost_loss,empirical_cost_regret,mean_mixture_rank_loss,mean_adviser_rank_loss,adviser_order
RACE_UNIFORM,8,0,0.0,0.0,MARKOV_H1,0.0,0.0,0.0,0.0,MARKOV_H1,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['MARKOV_H1', 'MARKOV_H2', 'MARKOV_H4', 'MARKOV_H8', 'MARKOV_H16', 'MARKOV_H32', 'GATE_EWMA', 'LFU_DECAY', 'PERSISTENCE']"
RACE_UNIFORM,12,2681658,1068884.09248218,929047.2501141836,LFU_DECAY,139836.84236799646,0.052145665990218165,1027352.1322482848,877558.8267775445,LFU_DECAY,149793.3054707403,0.3985907570921348,"[0.36959645861256746, 0.36849760307103807, 0.3764556885301038, 0.3935704205166086, 0.41572501232570774, 0.4309875273084319, 0.35434268247167794, 0.3464450911019167, 0.5316963298907642]","['MARKOV_H1', 'MARKOV_H2', 'MARKOV_H4', 'MARKOV_H8', 'MARKOV_H16', 'MARKOV_H32', 'GATE_EWMA', 'LFU_DECAY', 'PERSISTENCE']"
RACE_UNIFORM,16,2556252,1060751.953948338,944824.527511353,LFU_DECAY,115927.42643698503,0.04535054698714564,1019836.5007741727,890480.4565572331,MARKOV_H1,129356.0442169396,0.4149637648981157,"[0.39098503650828126, 0.389436069798494, 0.39611668935564043, 0.41314557960619885, 0.43482675073426613, 0.4498979453982809, 0.3748794685460842, 0.36961321791097007, 0.5157731262247703]","['MARKOV_H1', 'MARKOV_H2', 'MARKOV_H4', 'MARKOV_H8', 'MARKOV_H16', 'MARKOV_H32', 'GATE_EWMA', 'LFU_DECAY', 'PERSISTENCE']"
RACE_UNIFORM,24,2181190,926905.5930771693,836384.7849015489,LFU_DECAY,90520.80817562039,0.04150065247668493,885816.0807907884,786304.2473128753,MARKOV_H1,99511.83347791305,0.42495408152300773,"[0.41301310320826706, 0.4093351440987676, 0.4127725005211858, 0.4257417109027286, 0.44306245082514556, 0.45629648787014865, 0.38605247016741157, 0.38345342904632285, 0.494859437066961]","['MARKOV_H1', 'MARKOV_H2', 'MARKOV_H4', 'MARKOV_H8', 'MARKOV_H16', 'MARKOV_H32', 'GATE_EWMA', 'LFU_DECAY', 'PERSISTENCE']"
RACE_UNIFORM,32,1709579,726607.018967634,653643.8260375761,LFU_DECAY,72963.19293005788,0.0426790414073043,690257.4537003555,617483.369025121,LFU_DECAY,72774.08467523451,0.4250210250404538,"[0.42321684296556145, 0.41758539414231804, 0.4179328722899382, 0.4260942103095878, 0.4388902872371996, 0.4503560106688042, 0.3836957840086241, 0.3823419836331495, 0.4850758401087388]","['MARKOV_H1', 'MARKOV_H2', 'MARKOV_H4', 'MARKOV_H8', 'MARKOV_H16', 'MARKOV_H32', 'GATE_EWMA', 'LFU_DECAY', 'PERSISTENCE']"
RACE_UNIFORM_EXTENDED,8,0,0.0,0.0,MARKOV_H1,0.0,0.0,0.0,0.0,MARKOV_H1,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['MARKOV_H1', 'MARKOV_H2', 'MARKOV_H4', 'MARKOV_H8', 'MARKOV_H16', 'MARKOV_H32', 'GATE_EWMA', 'LFU_DECAY', 'PERSISTENCE', 'STAGE1_HYBRID']"
RACE_UNIFORM_EXTENDED,12,2678413,1050247.8547161634,885076.5646013096,STAGE1_HYBRID,165171.29011485376,0.06166759574227491,1005456.1382751944,805124.995998421,STAGE1_HYBRID,200331.14227677346,0.3921157247654351,"[0.3704874601162311, 0.3695329727305138, 0.3775645666346942, 0.394566947816278, 0.41629058730069196, 0.4313742906296942, 0.35331535222163435, 0.3451354071052208, 0.5324415340757791, 0.33044812902316023]","['MARKOV_H1', 'MARKOV_H2', 'MARKOV_H4', 'MARKOV_H8', 'MARKOV_H16', 'MARKOV_H32', 'GATE_EWMA', 'LFU_DECAY', 'PERSISTENCE', 'STAGE1_HYBRID']"
RACE_UNIFORM_EXTENDED,16,2549213,1043394.1418841343,896368.5833059592,STAGE1_HYBRID,147025.55857817503,0.05767488184713283,998858.596874972,807629.8122475683,STAGE1_HYBRID,191228.78462740371,0.40930049465624657,"[0.3923980197694191, 0.3910381702298488, 0.3978115775921812, 0.4144489307523815, 0.4353163044045486, 0.4500151624770795, 0.37456636140010524, 0.3690437544135564, 0.5167410527140868, 0.35162561280911375]","['MARKOV_H1', 'MARKOV_H2', 'MARKOV_H4', 'MARKOV_H8', 'MARKOV_H16', 'MARKOV_H32', 'GATE_EWMA', 'LFU_DECAY', 'PERSISTENCE', 'STAGE1_HYBRID']"
RACE_UNIFORM_EXTENDED,24,2168693,911624.5184557935,801897.5497077692,STAGE1_HYBRID,109726.96874802432,0.05059589750509838,866973.2425514646,710109.3128419381,STAGE1_HYBRID,156863.92970952648,0.42035664727824246,"[0.4149130964689948, 0.41124721251170027, 0.4144596321842483, 0.4267741680908885, 0.44314698871592334, 0.45586733529044776, 0.38727445449798736, 0.3846118301246647, 0.4955110051242824, 0.3697607497731441]","['MARKOV_H1', 'MARKOV_H2', 'MARKOV_H4', 'MARKOV_H8', 'MARKOV_H16', 'MARKOV_H32', 'GATE_EWMA', 'LFU_DECAY', 'PERSISTENCE', 'STAGE1_HYBRID']"
RACE_UNIFORM_EXTENDED,32,1690166,710819.6272201433,631710.6507747686,STAGE1_HYBRID,79108.97644537478,0.04680544777576568,671541.3489448384,555602.5293589976,STAGE1_HYBRID,115938.8195858408,0.4205620200738527,"[0.423730901538372, 0.41799908249991463, 0.4182227429275964, 0.42616316099462653, 0.43863685175506906, 0.44988863527737777, 0.3865496404780671, 0.38518630875659626, 0.48548630421272654, 0.373756572298087]","['MARKOV_H1', 'MARKOV_H2', 'MARKOV_H4', 'MARKOV_H8', 'MARKOV_H16', 'MARKOV_H32', 'GATE_EWMA', 'LFU_DECAY', 'PERSISTENCE', 'STAGE1_HYBRID']"
