bit_width,pair_id,target_domain,specialist_layer,specialist_expert_id,control_layer,control_expert_id,specialist_contrast,specialist_contrast_ci_low,specialist_contrast_ci_high,control_contrast,control_contrast_ci_low,control_contrast_ci_high,specialist_minus_control_difference,difference_ci_low,difference_ci_high,difference_positive,positive_difference_ci_excludes_zero,bootstrap_replicates
4,general_L13_E52,general,13,52,13,36,0.001061713695526123,0.00020875301957130435,0.001882835994164149,-0.00021303852399190269,-0.0008045192460219065,0.0003797114690144856,0.0012747522195180256,0.00031232908368110656,0.0022769656181335445,True,True,1000
4,general_L12_E40,general,12,40,12,2,0.00014514168103535967,-0.0006145486533641815,0.0008706232607364652,6.642699241638178e-05,-0.0006914307375748952,0.0007524843414624531,7.871468861897789e-05,-0.0008078968028227487,0.0009551863769690193,True,False,1000
4,math_L8_E11,math,8,11,8,54,-0.0005082722504933675,-0.0015220250785350801,0.0004905008276303608,-0.0008630160490671794,-0.001698463539282481,4.78491187095636e-05,0.0003547437985738119,-0.0008505497177441915,0.0014154939552148181,True,False,1000
4,math_L12_E63,math,12,63,12,43,-0.0002623279889424642,-0.0009416517515977225,0.00042154018084208136,4.38201427459717e-05,-0.0007422893047332764,0.0007681939105192818,-0.0003061481316884359,-0.001256811777750651,0.0006563280721505481,False,False,1000
4,coding_L13_E2,coding,13,2,13,61,0.0006485398610432942,-0.0006222037971019745,0.002280743221441904,0.0006277819474538168,-0.00012913452585538228,0.001364865094423294,2.0757913589477444e-05,-0.0013532371819019316,0.0019224672615528104,True,False,1000
4,coding_L11_E27,coding,11,27,11,7,0.0021617396672566733,0.0009910345474878949,0.0033272101283073428,0.0009190436204274496,7.676022251447044e-05,0.001784665246804555,0.0012426960468292238,-0.00034948988755544025,0.002648231317599614,True,False,1000
4,reasoning_L13_E20,reasoning,13,20,13,63,0.0004111095269521077,-0.0003439492881298065,0.0012039762039979295,0.00031263033548990885,-0.0002901456157366435,0.0009573662479718527,9.847919146219885e-05,-0.0008581486344337465,0.0010612146854400632,True,False,1000
4,reasoning_L11_E48,reasoning,11,48,11,47,0.0003720247745513916,-0.00044584154089291893,0.0011296631097793578,0.00043986082077026364,-0.00033553823828697205,0.0012274281680583954,-6.783604621887204e-05,-0.0010153463383515676,0.0008438730041186014,False,False,1000
