source,method,method_label,regime,budget_fraction,budget_bytes,used_protection_bytes,protected_expert_count,effective_bits_per_weight,coverage_general,coverage_math,coverage_coding,coverage_reasoning,coverage_min,coverage_mean,predicted_max_residual_risk,allocation_sha256,file
stage2b_frozen,reasoning_only,Reasoning-Only,4to8,0.3,966367641,965738496,307,5.32421875,0.024601807264154552,0.4377151062479681,0.2090121569575684,0.840675066454243,0.024601807264154552,0.3780010342309835,,ee06eb368d554af22d49edcf81ddca794e2c4f397df18022930eb1eecef415ad,reasoning_only_4to8_budget30.json
stage2b_frozen,random_seed1001,Random (seed 1001),4to8,0.3,966367641,965738496,307,5.32421875,0.31114044186706635,0.25261971935725874,0.3265832596243446,0.2505349717865938,0.2505349717865938,0.2852195981588158,,cf6c3f6244e96b5f2046affe4fff4ecb3e5a6d6adcc7234069632cc2fcae0827,random_seed1001_4to8_budget30.json
stage2b_frozen,random_seed1002,Random (seed 1002),4to8,0.3,966367641,965738496,307,5.32421875,0.3277844673884111,0.33318792458418534,0.3540847193245515,0.3027953480318731,0.3027953480318731,0.32946311483225527,,b02a49a4327a6892026f7b2bbecae184bd6c6916c090c910f972dac28a0c3423,random_seed1002_4to8_budget30.json
stage2b_frozen,random_seed1003,Random (seed 1003),4to8,0.3,966367641,965738496,307,5.32421875,0.3285907965932911,0.30462487964258816,0.3010746826537062,0.33843860621958716,0.3010746826537062,0.31818224127729317,,18ff1c079203d4883d39ae9be19e951353dc524e48e4b1adb4a23ce8dfb5c4f5,random_seed1003_4to8_budget30.json
stage2b_frozen,random_seed1004,Random (seed 1004),4to8,0.3,966367641,965738496,307,5.32421875,0.3005547737565689,0.2704655611478623,0.3521216705751365,0.2623833078212518,0.2623833078212518,0.29638132832520486,,f3be5bd549cad49d264bcbebadef1bff86ec57b496305e2b459b09781ff13d53,random_seed1004_4to8_budget30.json
stage2b_frozen,random_seed1005,Random (seed 1005),4to8,0.3,966367641,965738496,307,5.32421875,0.278243456403808,0.3217554117442791,0.325921369901473,0.36766826290675714,0.278243456403808,0.32339712523907926,,69526afa0b61a2c8f80949972cf0cd41bdb622e6d1a1ce0f10a5d7f4ee57afb9,random_seed1005_4to8_budget30.json
stage2b_frozen,robust_functional,Robust-Functional,3to8,0.05,201326592,200540160,51,3.3740234375,0.2504194570732099,0.2619468024141709,0.24863939433621055,0.24334117147220166,0.24334117147220166,0.25108670632394825,,923683772402007816be33dbe5fa3c53a0cba4ba935e0234695b2f94697491d6,robust_functional_3to8_budget5.json
stage2b_frozen,robust_routing,Robust-Routing,3to8,0.05,201326592,200540160,51,3.3740234375,0.21059149255189544,0.2522634532772741,0.23948418768274898,0.21608272025674047,0.21059149255189544,0.22960546344216473,,5aeabb9cfda923fa5f77a77ebddfd599495197d17dee9fd8745bf6618e0fd888,robust_routing_3to8_budget5.json
stage2b_frozen,average_specialization,Average-Specialization,3to8,0.05,201326592,200540160,51,3.3740234375,0.09489888853316453,0.27878818385760307,0.3970673776964887,0.3095546090030166,0.09489888853316453,0.2700772647725682,,a13b9ed0d5b295ed9ef56a357fa90038c224b69ce16f48ecda9fa1ea07e00130,average_specialization_3to8_budget5.json
stage2b_frozen,global_importance,Global-Importance,3to8,0.05,201326592,200540160,51,3.3740234375,0.001338864169389044,0.20608592597645461,0.44506905607705377,0.1145702170744679,0.001338864169389044,0.19176601582434133,,857011ff23ef7c742fab18ee9686d90b74429f9b1b4baac4c90821032eacb617,global_importance_3to8_budget5.json
stage2b_frozen,general_only,General-Only,3to8,0.05,201326592,200540160,51,3.3740234375,0.33225131967921945,0.018015736368569877,0.002240172046134385,0.05117583735962821,0.002240172046134385,0.10092076636338798,,42ed8f1e152df60a975171276d185bc25dd2069f374ae0270ccaec3b3a1dd107,general_only_3to8_budget5.json
stage2b_frozen,math_only,Math-Only,3to8,0.05,201326592,200540160,51,3.3740234375,0.0004435853860928761,0.42937709828282944,0.11841013075128169,0.03333341925525366,0.0004435853860928761,0.1453910584188644,,46f1717e312c9ce50dd1f347f9b8ea5d9773f62575992ac2ff809ed18605155c,math_only_3to8_budget5.json
stage2b_frozen,coding_only,Coding-Only,3to8,0.05,201326592,200540160,51,3.3740234375,0.0004435853860928761,0.0,0.6521788524854577,0.024456609317579068,0.0,0.16926976179728243,,b995305c8e010e3d23e7cd7b03bd50c05537fadcf3d1010b84ed11bbaf0dd5fd,coding_only_3to8_budget5.json
stage2b_frozen,reasoning_only,Reasoning-Only,3to8,0.05,201326592,200540160,51,3.3740234375,0.0011469889737412415,0.01894926420504054,0.03843924039815937,0.42974827737588905,0.0011469889737412415,0.12207094273820755,,5ecf3156acc2824bd7d7ee88fb9bd96ac10217cfcfa2d68bc04082a4ae35a526,reasoning_only_3to8_budget5.json
stage2b_frozen,random_seed1001,Random (seed 1001),3to8,0.05,201326592,200540160,51,3.3740234375,0.04664031411298249,0.037694465160607385,0.05486056130718528,0.02368869143697186,0.02368869143697186,0.04072100800443675,,b93df080eef9d6a3be4a05059f37c883874c131ca4410193cd99e08bbe57a562,random_seed1001_3to8_budget5.json
stage2b_frozen,random_seed1002,Random (seed 1002),3to8,0.05,201326592,200540160,51,3.3740234375,0.04353009184717326,0.0778146210451259,0.036781714357524024,0.024613172615005716,0.024613172615005716,0.045684899966207226,,30aa7f688062dea88fbad68b6c15f3c38275469fb2b8ceda19235633f2bd914f,random_seed1002_3to8_budget5.json
stage2b_frozen,random_seed1003,Random (seed 1003),3to8,0.05,201326592,200540160,51,3.3740234375,0.06520061741118165,0.03591305309685128,0.07047339700017091,0.059485617940299225,0.03591305309685128,0.05776817136212577,,da03b605da2b865337cf1fc475baac20b5677684122f474a168cfe99e72ff749,random_seed1003_3to8_budget5.json
